;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
quarrel;5.363168e-13;2.637058e-05;1.4860539e-06;4.720896e-05;1.134112e-08;3.3927707e-05;4.0878e-06;9.925461e-16;2.093181e-05;5.0865117e-05;7.335871e-05;2.1642776e-11;6.2430836e-08;1.7316253e-09;6.5693756e-11;9.1712434e-05
mentally;1.5543645e-07;1.9706598e-05;7.401118e-06;0.00021530734;1.3018785e-05;0.0013883092;0.00012059568;1.1327287e-06;0.000108783264;4.4844404e-05;0.0005515263;4.1714087e-05;1.5499349e-05;3.4134348e-07;0.004185494;0.00018064442
forfeit;1.9425423e-11;3.1909454e-05;2.1711134e-10;3.361017e-05;5.153634e-10;0.00021142342;7.98889e-06;4.728009e-14;1.9092777e-05;6.0310682e-05;2.7929673e-05;2.0804835e-08;5.0012465e-09;2.2161126e-08;1.5770621e-11;5.044179e-05
mouth;1.2903036e-10;2.7444754e-05;1.1529312e-06;0.00016596584;1.3980201e-09;9.523667e-05;9.912289e-05;1.4373566e-10;0.00015950261;5.3319658e-05;0.00017752977;4.7479466e-07;1.3604843e-07;2.4266761e-08;2.7109648e-10;5.891467e-05
candy;1.7213664e-13;3.0507419e-05;4.2627838e-07;7.480325e-05;3.5296989e-12;3.1497504e-05;2.5767456e-05;5.1388715e-12;2.7188129e-05;3.9642135e-05;3.3315766e-05;1.3353e-10;3.6340608e-10;2.6101446e-07;5.6525123e-12;4.6039797e-05
byte;3.6712674e-15;0.00011383109;3.2894656e-07;1.7151717e-05;1.7508972e-12;4.5917122e-06;0.00021547335;4.561562e-14;5.243391e-05;3.972068e-05;1.0210814e-05;3.733795e-13;1.2060409e-09;4.2623014e-08;6.37218e-14;1.2302525e-05
flight;1.5830275e-11;1.8872408e-05;2.6767035e-08;6.8508e-05;1.6313102e-07;0.00025004355;6.310592e-05;7.954056e-14;0.0002630308;4.9054528e-05;2.9161327e-05;3.4579553e-09;1.8474117e-10;6.556282e-08;8.9649214e-13;8.4601445e-05
ignore;5.0520924e-07;3.941592e-05;4.2240817e-06;0.00016698526;3.2963413e-08;0.00041384078;0.00012781564;1.874512e-07;0.00015851497;5.1044233e-05;0.00030398686;1.149861e-06;0.00023751326;3.180926e-08;8.428278e-08;0.00019255474
cbnewse;4.008851e-21;6.8667036e-06;2.8546162e-13;4.926232e-09;8.895877e-16;4.595663e-12;3.2352113e-10;1.6432302e-24;5.8082614e-09;0.00018096167;4.826369e-10;4.8239682e-29;8.65774e-14;4.975716e-18;9.8752e-41;3.3276027e-07
providence;2.505767e-10;2.6911539e-05;1.5335283e-05;6.6734414e-05;2.011247e-11;1.5530924e-05;7.840387e-06;2.4987424e-11;2.3312896e-05;3.9371713e-05;0.0004090559;5.8622734e-10;1.8978872e-08;1.4369637e-07;2.2983315e-10;6.1122904e-05
celebrate;6.932719e-08;3.8646656e-05;2.6536844e-09;3.3383454e-05;6.28858e-11;0.00018786838;5.1740412e-06;4.8319907e-12;3.6643534e-05;5.722746e-05;0.00014261049;1.6128283e-06;1.2634331e-09;1.38485445e-08;4.558e-09;0.00012345094
youwould;3.2766876e-21;4.6800333e-06;3.1900368e-10;1.2136399e-05;2.0178576e-17;8.868385e-09;1.8412693e-07;3.5730544e-08;1.0562968e-08;6.589777e-05;1.5769734e-07;7.684773e-12;2.562969e-22;2.5095274e-14;1.1183089e-22;2.9215612e-06
commerical;3.0295412e-12;7.461202e-05;7.6438323e-07;5.4090408e-05;6.948099e-12;5.8407895e-06;2.686507e-05;2.1745102e-10;6.289771e-05;5.725953e-05;2.3221517e-05;8.939696e-11;1.3209885e-10;1.6364178e-05;5.038678e-13;6.385224e-05
religious;3.67804e-10;1.804781e-05;1.3110307e-09;0.00015482574;7.748745e-11;1.8344197e-05;1.16267365e-05;1.9498681e-07;6.346628e-05;5.592677e-05;0.0010407902;3.6011215e-08;5.2667783e-08;2.0933625e-08;4.2469127e-12;0.00025145928
mathematic;9.233925e-39;5.237878e-07;8.194776e-21;3.5361463e-08;2.1363405e-29;1.3200401e-14;2.4642354e-13;1.3878e-41;6.9180113e-12;0.00084550655;9.555358e-11;0.0;3.9203786e-30;2.465562e-20;0.0;3.8615057e-12
fulfill;5.0090643e-05;1.8907764e-05;1.1617598e-08;0.00040217955;7.539197e-09;0.00033346788;3.0220972e-05;1.5887506e-05;0.00023681883;4.7251076e-05;0.00040862;2.9967352e-05;1.8351113e-08;2.9501694e-08;5.0935645e-12;0.00030809434
thatha;2.072512e-19;5.510786e-07;8.680385e-18;1.1672144e-08;1.1253052e-20;8.754076e-10;1.9235663e-15;1.6174075e-33;3.2567616e-08;0.00022846981;6.9294384e-07;2.6546698e-25;4.0454666e-18;4.6953052e-14;9.2216896e-38;3.1416672e-10
clam;5.658531e-10;9.209178e-05;8.0140455e-07;4.3141743e-05;6.3647955e-11;7.2894065e-05;3.356527e-05;6.6606574e-11;3.7198268e-05;4.4173627e-05;3.550314e-05;7.776616e-09;1.8733797e-09;1.4951773e-06;1.6477673e-11;4.4479228e-05
complicated;6.988893e-08;2.8931001e-05;3.0017722e-07;9.7036485e-05;6.2300365e-10;3.914677e-05;1.1812782e-05;1.6635399e-08;0.00012782303;4.383231e-05;5.4558055e-05;1.7802e-05;9.477381e-06;2.2559037e-09;3.0887887e-13;3.936624e-05
unocal;6.1311374e-24;3.6401725e-06;9.250291e-22;2.6900376e-10;7.253308e-35;1.0129853e-13;1.3242131e-13;3e-45;1.2875295e-10;0.0001220129;1.2391482e-09;2.2145133e-36;2.513548e-31;4.1793266e-10;1.0558863e-28;1.3754651e-13
orin;1.2593055e-37;1.835589e-05;1.6721711e-20;2.2560258e-09;1.2087699e-19;5.6718914e-11;3.039236e-09;1.1429093e-32;3.7173085e-09;0.00018391229;5.3641303e-11;1.0755872e-17;3.597989e-33;1.30542e-13;1.3163959e-26;1.1596394e-09
baylor;3.2241394e-14;3.4805132e-06;6.993719e-19;5.50906e-10;8.208789e-22;3.3522232e-09;6.8722903e-09;8.217127e-12;1.6165164e-07;8.043104e-05;6.207446e-07;4.0430834e-20;7.272483e-28;1.6217623e-11;5.3953388e-17;4.46096e-05
mnemonic;9.254443e-14;1.3747015e-05;4.9939216e-17;7.4725054e-10;4.5478017e-23;4.4588147e-09;5.647953e-11;1.7322528e-36;1.3118548e-10;0.00025432362;1.2513932e-11;2.2913452e-30;1.0672281e-28;3.4290798e-20;3.992539e-22;1.1053503e-09
comprehensive;2.0118827e-09;3.456055e-05;9.729305e-07;0.00017995325;1.0630394e-11;2.0555657e-05;4.35221e-05;4.9471123e-06;0.00014718145;4.1919604e-05;6.00847e-05;6.55849e-06;3.060903e-07;3.1658455e-08;2.334329e-14;4.2949636e-05
gestapo;4.1774527e-13;6.8128415e-05;6.1903734e-08;2.7553331e-05;9.824167e-14;1.2321814e-06;5.503685e-06;1.8972547e-12;3.5383675e-06;5.524506e-05;1.2464517e-05;1.2477765e-10;4.582024e-11;1.6604323e-05;1.6180552e-15;0.00011816908
apology;1.7025009e-12;3.4509685e-05;2.5204555e-08;4.3923636e-05;3.6032056e-11;3.521595e-05;2.0184527e-05;2.8857027e-13;7.916079e-06;4.918841e-05;6.368114e-05;7.236826e-11;1.4817265e-07;1.858196e-08;5.587191e-12;6.216158e-05
phenomenon;1.2108313e-07;3.1002754e-05;0.00058689044;0.00012999197;2.9845486e-07;2.8700639e-05;4.0444836e-05;1.9863016e-11;0.00012161777;4.632052e-05;0.00011878133;5.8034137e-09;4.349512e-05;1.2781162e-08;1.4595457e-11;5.364444e-05
foard;3.7806336e-29;4.182018e-07;1.6631054e-28;1.7415801e-09;5.4585246e-28;3.8732215e-16;1.337384e-17;4.6925413e-36;4.2979126e-14;0.00063825166;6.684193e-10;3.6683717e-28;3.3916334e-34;1.081353e-19;4.5032885e-29;6.8091893e-10
light;1.1794403e-09;3.653153e-05;3.666425e-07;9.0838934e-05;7.552096e-08;6.3025145e-05;3.9376955e-05;1.3293998e-08;0.0008320749;4.9689716e-05;0.0001335366;4.0377003e-07;3.168964e-07;5.4880026e-08;9.8242465e-12;4.713468e-05
palestinean;3.2914309e-22;3.896178e-05;2.8093294e-10;8.27668e-07;2.0752246e-08;0.00012366667;0.00026873258;0.0002780496;3.1503744e-06;2.9462231e-05;8.410099e-06;2.315208e-12;6.693953e-05;3.6490914e-05;0.0002878916;0.00012603306
metaphor;9.67995e-09;2.765709e-05;8.495338e-05;7.227336e-05;1.834042e-09;2.3839979e-05;0.0002068053;4.81761e-11;8.5554835e-05;4.027178e-05;0.0002744826;4.8579962e-09;5.1468567e-07;2.9521368e-08;6.937969e-07;3.6597106e-05
exceptional;1.0966075e-09;3.1505893e-05;2.2544004e-09;0.00010154301;6.651826e-11;8.7313354e-05;4.0041323e-05;0.00016107876;9.211635e-05;5.891081e-05;7.598366e-05;3.3126668e-07;3.6041856e-06;3.3716645e-08;2.017953e-13;0.00012298097
coyote;2.7381468e-09;8.7360786e-05;7.679138e-07;7.7309545e-05;1.5024028e-08;0.00016317464;6.336282e-05;5.9828698e-09;6.791259e-05;3.0050154e-05;4.7400907e-05;1.3708713e-07;6.611802e-09;2.662128e-05;2.1908758e-10;0.00016871103
keen;2.3635037e-08;3.746473e-05;4.6413948e-07;5.5526267e-05;4.655605e-12;2.0367119e-05;5.886123e-06;6.361059e-09;0.00010716376;5.180511e-05;3.3109172e-05;1.2653489e-06;3.738306e-07;1.9168353e-07;2.5871866e-13;2.9933035e-05
wedon;4.3580896e-16;3.148431e-05;9.291285e-13;2.2273439e-06;1.0729961e-08;1.348139e-06;2.349454e-05;6.502924e-08;1.7536321e-06;0.00011026563;3.8084826e-07;6.2843467e-22;3.12078e-07;1.846122e-11;2.782024e-08;2.1494374e-05
loyal;1.4172427e-14;3.40779e-05;5.512541e-10;5.214874e-05;2.2969153e-12;5.310692e-05;3.7953462e-06;2.183454e-10;2.9564942e-05;5.3337862e-05;4.117414e-05;1.0317071e-08;1.9996182e-09;1.0405643e-07;2.374752e-13;0.00014106206
leech;1.8697521e-09;8.147988e-05;1.1404177e-08;5.6252553e-05;4.9141503e-11;1.5263973e-05;8.222127e-06;8.675441e-12;2.7773374e-05;4.7694484e-05;3.6202502e-05;2.4051945e-09;2.7467575e-09;4.6507745e-07;4.56692e-13;7.5206585e-06
inel;0.00014675302;1.6129515e-06;0.00017042454;0.00083949097;4.6043914e-13;3.4677305e-05;0.00019806105;5.379013e-16;0.00030994273;0.00015109577;2.8026408e-05;5.054154e-18;0.00060778053;1.9773605e-08;6.466214e-05;0.00094442087
wate;4.5632946e-12;9.2275404e-05;5.991401e-10;4.2792317e-06;2.0132227e-12;1.3486715e-06;3.0899807e-07;8.89291e-14;1.1593819e-05;6.1530125e-05;5.3350636e-06;2.0019758e-12;1.6569837e-12;1.3210367e-06;3.245548e-13;1.6086075e-05
beverly;2.1783044e-12;0.00032855058;3.069397e-10;4.300766e-06;3.706476e-14;3.8231456e-06;2.0277473e-06;2.6662998e-13;4.7948884e-06;5.4041786e-05;7.782537e-06;3.716732e-11;3.8686236e-13;7.5221506e-06;1.9650385e-14;1.6068441e-05
intergraph;1.1905155e-27;5.5163073e-05;5.2464137e-11;0.00037421336;2.4305935e-19;7.493755e-07;1.5087323e-07;1.6045832e-24;6.1379014e-06;1.5978958e-05;0.00012560679;5.1106283e-26;1.1851795e-06;2.9472997e-07;1.1284729e-16;5.202996e-06
thegospel;1.3550921e-18;7.3473607e-06;0.00028077845;0.0005381031;6.246587e-14;0.0007693845;0.0008859955;5.554134e-05;5.424012e-05;3.7700094e-05;0.0006166425;2.3814481e-09;0.00010454257;5.609835e-09;0.0007625492;0.00029988584
sympathy;1.3953889e-12;2.2608456e-05;1.0085784e-09;0.00011272301;5.155531e-10;2.6066791e-05;8.208345e-06;1.5074183e-09;2.143411e-05;5.061545e-05;0.000111195564;5.674319e-10;3.722922e-07;2.7412732e-09;7.218819e-11;0.000119089695
scorer;1.4923261e-32;0.00015792552;2.1103683e-25;1.9904355e-08;3.8958256e-21;1.4479532e-09;1.472028e-11;1.7911308e-36;1.02241236e-10;0.0001266863;3.519042e-08;3.5127884e-26;1.6915891e-24;2.1333361e-15;2.0183521e-18;4.4993183e-11
ridge;2.3233529e-12;7.000757e-05;2.5342774e-07;4.034863e-05;3.349508e-09;6.80095e-05;9.917338e-05;2.4208075e-14;8.7033e-05;4.612599e-05;1.4200445e-05;5.723013e-10;2.0696496e-07;8.6077085e-07;1.196473e-10;5.3608153e-05
intermittent;2.1838009e-11;5.1890318e-05;1.8842103e-10;3.105329e-05;6.3497296e-09;3.208664e-05;4.18875e-05;2.194108e-10;0.00012417269;4.2114407e-05;9.741857e-06;1.4105094e-05;9.799055e-11;2.0259305e-08;3.1265388e-10;1.4813047e-05
clemson;1.9961868e-14;0.00021334503;3.1837318e-11;2.351501e-06;9.129502e-15;2.029619e-06;1.6795866e-07;1.7070878e-15;1.3229374e-06;5.4355038e-05;1.934725e-06;1.6479822e-14;1.8540559e-13;1.8132653e-06;4.3336396e-17;5.3618555e-06
continually;2.824029e-10;2.5883175e-05;7.652385e-06;8.890538e-05;1.172066e-06;0.00014788377;3.9301096e-05;1.7174039e-12;0.00013438688;5.1444797e-05;0.00010092938;1.2583806e-07;1.0295063e-08;9.380994e-08;6.669387e-05;5.54237e-05
internally;1.0433916e-11;5.3954704e-05;1.9931905e-08;7.363608e-05;9.0389904e-07;2.5901036e-05;0.00013118632;2.0114153e-10;0.00015314609;4.12223e-05;2.7102578e-05;9.743752e-07;1.5896492e-06;1.5920109e-09;1.4275247e-09;2.5881054e-05
shalt;0.00011107796;4.7647485e-05;0.0003733585;0.00021394598;1.0816551e-08;0.00020710389;2.6958066e-06;0.00022866676;7.622529e-05;4.595747e-05;0.0016936085;0.0003579626;0.00020284455;1.19026495e-07;2.347838e-05;9.5119416e-05
spew;3.6827253e-16;9.863039e-06;2.8239872e-16;3.158133e-05;4.558234e-18;4.278194e-05;8.3315786e-07;2.9555285e-16;6.370945e-07;9.9541576e-05;4.413948e-05;2.5988665e-08;5.082283e-20;1.1201291e-07;9.316926e-05;0.00016738886
oiler;1.6467306e-05;6.9885114e-05;2.387091e-08;2.8159799e-05;9.549681e-22;1.3648326e-09;0.0001450063;4.1040772e-14;6.218942e-07;1.4323486e-05;8.273115e-06;7.646237e-22;0.00023019782;8.135384e-10;2.713105e-07;0.00026627642
rush;2.2302071e-09;3.217692e-05;1.793149e-06;6.7205016e-05;8.5531124e-11;0.0002477513;1.1273125e-05;1.8473775e-10;0.00012777446;5.2675474e-05;4.041046e-05;2.4571183e-09;7.0249695e-07;1.1707705e-07;8.1813195e-11;5.4710854e-05
cope;4.2533416e-06;3.5296318e-05;1.7071723e-09;8.221392e-05;8.423978e-11;4.9726314e-05;3.1576095e-05;1.351669e-09;9.870905e-05;5.5959896e-05;7.390893e-05;8.261473e-06;4.258637e-09;6.833223e-09;6.608393e-12;8.668402e-05
yeah;5.1561137e-06;4.9191447e-05;1.5839196e-05;0.00017259273;1.127101e-05;0.00033006002;5.9403752e-05;3.6690665e-07;0.00020930234;4.9060538e-05;0.00060158066;0.00026363414;0.00075038;4.9538244e-06;0.004428358;0.00011698014
multimedia;3.218335e-13;7.236098e-05;7.246362e-08;3.0134786e-05;8.100002e-13;6.1301207e-06;0.00024947026;3.5712465e-13;6.5960565e-05;4.76036e-05;1.14268805e-05;2.0146455e-10;3.120412e-10;1.360152e-06;7.520312e-15;1.5489984e-05
pioneer;8.230943e-11;5.4579603e-05;2.020926e-07;0.00010350163;2.852317e-11;5.2953583e-05;0.0001970655;5.9876615e-10;0.00010397818;5.3071577e-05;7.628906e-05;1.3645686e-07;1.6224465e-10;3.2611254e-07;2.5972794e-12;9.3712355e-05
minus;4.1947196e-11;5.0231913e-05;1.808297e-08;2.56466e-05;1.3221232e-08;6.669828e-05;1.7191316e-05;2.6016373e-08;5.659747e-05;5.7342295e-05;3.6597816e-05;3.13959e-07;3.6675003e-09;2.973223e-08;3.725926e-09;4.735236e-05
gimmick;1.6458739e-23;0.00030775057;1.3553716e-17;9.786226e-07;1.9109702e-19;1.1487027e-09;6.8795294e-09;3.267601e-11;5.1802648e-08;0.00010787715;4.0878245e-08;1.1164474e-13;3.0247953e-20;2.5366276e-07;7.864524e-33;1.7113023e-05
unintentional;6.41324e-10;5.441838e-05;3.316737e-08;3.1889973e-05;1.2398967e-08;6.0592797e-06;4.044412e-06;2.2183821e-08;1.8985442e-05;3.9017865e-05;3.3976357e-05;1.05394825e-07;6.16167e-08;8.013337e-08;1.972094e-10;1.599159e-05
finnish;2.418331e-11;0.00016873066;1.7404632e-07;1.6392665e-05;3.2020062e-12;5.7995267e-06;3.967775e-06;7.609968e-09;8.039298e-06;5.316152e-05;4.1020186e-05;1.720784e-10;1.7427437e-10;8.805497e-06;5.014484e-11;0.0003129903
frontal;3.6328428e-16;6.9148e-05;1.5257337e-11;3.626976e-05;2.0155702e-12;1.612566e-05;7.5224765e-05;2.0059182e-13;7.991443e-05;6.25836e-05;1.1064966e-05;1.383304e-09;6.9250695e-12;5.775526e-07;4.364818e-15;3.1401487e-05
larc;8.500396e-13;1.1667164e-05;1.2418088e-27;2.0667806e-06;1.5599469e-12;1.2612303e-05;1.9154689e-10;5.7533536e-27;3.8643466e-06;0.00016048919;7.5732956e-08;2.378801e-28;4.5591633e-31;0.0013756976;6.7197024e-33;4.720591e-07
expedition;5.825726e-14;1.3834567e-05;3.8564889e-16;4.1769772e-07;1.1037298e-08;1.1555589e-07;8.324477e-11;4.810482e-12;1.2393021e-05;0.0003253069;8.766162e-06;2.6581263e-13;4.194529e-22;9.184615e-11;4.399694e-28;0.00024341294
shower;5.0268847e-09;6.1110572e-06;5.082688e-12;1.5646368e-06;2.4267452e-14;2.76181e-08;1.8310988e-07;1.0699393e-17;7.793095e-06;6.485633e-05;2.2108666e-09;1.10491464e-13;4.0082426e-20;2.1611239e-15;6e-45;7.961861e-09
practice;2.8366695e-12;2.0265983e-05;1.191099e-08;0.00017389124;8.855871e-09;7.876761e-05;0.00010563941;4.5543014e-11;7.700336e-05;5.5100045e-05;0.00011810147;1.06513994e-07;6.473307e-08;1.2434335e-08;2.8866767e-10;3.4307137e-05
allison;1.1719308e-12;0.0003234431;5.178306e-10;2.7154433e-06;2.7040174e-16;8.0356017e-07;6.639366e-07;8.2041425e-16;1.7381891e-06;5.1537827e-05;5.025716e-06;2.1564638e-12;1.5315011e-12;1.562607e-05;6.950278e-17;4.8230245e-06
oneof;5.2604954e-14;5.8666054e-05;4.7663568e-11;6.146452e-06;1.8684165e-11;1.2504329e-06;8.728434e-08;5.273133e-12;1.778827e-06;6.7071334e-05;4.699607e-06;1.6440941e-12;3.1155916e-12;3.0497642e-09;2.1233681e-14;4.8280617e-06
versionof;2.6456022e-18;0.00016858181;1.2640339e-18;1.1656731e-09;1.708223e-22;6.328166e-14;2.6021892e-14;2.1113467e-35;1.1977055e-09;0.00011333988;9.084041e-11;3.527721e-26;5.550018e-25;3.0815724e-17;4.42e-42;3.444394e-08
invader;1.3070362e-13;5.2598793e-05;8.182924e-09;2.5876641e-05;8.7180245e-09;5.8827693e-05;1.3586786e-05;1.2349244e-13;2.530202e-05;5.1928302e-05;8.232472e-06;2.6001128e-14;2.3557531e-09;2.576247e-07;4.206214e-14;0.00015576095
stroke;4.6970476e-11;4.1247124e-05;1.8007276e-09;0.0001181069;2.674693e-08;0.0006869791;0.00021882629;4.999115e-12;0.00011313947;4.7702422e-05;5.3306598e-05;1.1123574e-10;1.340064e-07;1.1783325e-09;1.2481152e-08;3.8803428e-05
atomic;5.751971e-14;7.506317e-05;3.1260232e-09;0.00013366646;6.1066614e-13;2.0989086e-05;0.0004051844;1.2435271e-07;0.00020373322;3.404869e-05;4.3859935e-05;8.584499e-09;9.305024e-08;8.508136e-08;1.0984303e-12;0.00024477087
insulation;5.912225e-13;3.8834023e-05;3.1188807e-10;3.369464e-05;1.1015897e-10;3.9055185e-06;1.3767369e-05;3.4756951e-16;0.00010742161;4.473495e-05;5.710129e-06;3.1778663e-10;1.7608517e-12;1.6000202e-07;1.4129542e-12;1.5085859e-05
anger;5.2089717e-12;2.3145869e-05;6.2316974e-07;9.7032695e-05;2.1653932e-07;3.723306e-05;4.4732587e-05;1.2095592e-09;5.486177e-05;5.5506494e-05;0.00014641906;4.420439e-09;1.7142492e-07;2.4768363e-09;4.1482546e-09;7.803973e-05
laurence;1.9601465e-15;0.00029221622;3.9176535e-12;7.3837543e-07;3.134311e-16;1.6124213e-07;1.03865275e-07;8.354816e-18;5.075849e-07;5.8175327e-05;1.5169727e-06;4.074975e-15;7.205373e-15;6.3211814e-07;2.5649812e-18;3.171999e-06
encyclopedia;1.3295259e-11;5.583352e-05;0.00043149636;1.4363798e-05;3.5660509e-12;3.9294045e-07;9.948891e-07;9.945217e-14;2.6857515e-06;5.376335e-05;9.258276e-06;1.8509625e-17;1.3709729e-09;1.9160337e-08;3.5894535e-13;2.3694816e-05
removal;1.2629592e-11;1.9176892e-05;5.615145e-07;9.753792e-05;1.2107108e-07;0.00013882316;3.5539695e-05;7.2966357e-09;7.711712e-05;5.659133e-05;5.7199857e-05;2.4914841e-09;2.9984724e-07;1.6747067e-09;1.8161862e-13;7.1235e-05
exodus;1.3222981e-11;2.411149e-05;5.7590046e-07;2.78248e-05;6.751393e-09;2.8267885e-05;6.267741e-06;1.0349663e-12;2.612127e-05;4.436221e-05;8.6221895e-05;7.387915e-10;2.4255291e-07;7.305348e-08;3.4409623e-15;0.00055257534
forward;2.802417e-09;5.5182474e-05;1.34763095e-05;0.00033011383;1.2721874e-07;0.0004911716;0.00043103693;9.169693e-06;0.00044255145;4.9923652e-05;0.00019339245;0.0007871862;3.51406e-06;8.1059985e-09;2.3870999e-09;0.0001065097
partial;7.114194e-10;3.5657213e-05;5.298306e-10;7.931039e-05;1.1646896e-10;4.2283955e-05;2.3456345e-05;7.832695e-07;7.5964075e-05;4.8168156e-05;8.621971e-05;6.791715e-05;9.585741e-08;5.1005724e-08;6.358279e-10;0.0001180181
themto;2.3927254e-14;7.7565e-05;7.04446e-11;4.312428e-06;3.153515e-14;5.409799e-07;1.0859874e-07;4.9892173e-16;1.7455648e-06;6.5611384e-05;2.3915693e-06;5.3706383e-13;9.176203e-12;3.975003e-09;1.0550466e-17;3.1223183e-06
electronics;7.4558274e-13;4.049507e-05;2.5099805e-06;6.542755e-05;6.207038e-10;6.465269e-06;2.336931e-05;7.917783e-12;0.0003733355;5.7055717e-05;1.5578684e-05;4.1395914e-10;3.3672323e-10;2.7037277e-07;3.5379113e-13;2.6904789e-05
ursa;2.7641548e-15;0.00020321297;6.2548907e-12;1.0204903e-06;1.7787455e-15;1.2236767e-07;1.7917529e-07;2.8624089e-18;1.3367343e-06;5.2037245e-05;5.5115316e-07;1.1060289e-15;7.418483e-16;1.877894e-08;4.0577374e-20;2.6168507e-06
antiquity;2.5152624e-10;4.2565112e-05;1.7831217e-06;5.4973312e-05;1.3524953e-09;5.678393e-06;9.638471e-06;2.0922204e-09;4.070718e-05;4.0371764e-05;0.00016386948;1.434685e-09;4.1284514e-07;2.0136623e-08;1.8610343e-12;4.798814e-05
transmitter;4.7533477e-15;6.6654036e-05;1.1662969e-06;0.000108690576;1.1403938e-08;2.1379681e-05;9.690412e-05;3.0336322e-12;0.00042364045;4.0363448e-05;1.5170871e-05;8.292363e-11;1.4422146e-09;1.4325228e-08;2.928396e-10;3.1239255e-05
invasion;6.101723e-14;2.1802223e-05;8.191505e-07;0.0001695486;3.6134327e-07;4.1898562e-05;1.0427836e-05;1.7206368e-12;5.258499e-05;4.7400514e-05;4.4022803e-05;1.5855689e-10;3.382803e-07;1.3200695e-08;4.679934e-12;0.0005474303
redelfs;2.2328878e-21;7.455663e-05;1.6290748e-18;2.0084884e-05;1.7367196e-22;2.086682e-05;5.9025674e-06;4.0049745e-16;2.055769e-07;0.00016613641;2.1249456e-07;5.2748217e-10;2.5197369e-15;1.08047615e-07;1.9846199e-19;2.3290493e-06
mcgwire;1.1981362e-22;8.065908e-05;6.488965e-27;2.7747193e-10;7.363985e-14;1.9021741e-14;7.945358e-16;2.917198e-31;9.685714e-09;9.823999e-05;1.6943374e-10;6.5824513e-21;3.884413e-30;1.5940016e-12;3.0595115e-25;1.2152354e-10
shop;9.806577e-13;3.218646e-05;9.233919e-06;0.00011601531;1.4096858e-10;6.0908525e-05;0.000105242616;2.0615794e-13;0.00018923655;5.981903e-05;3.1889675e-05;2.0919082e-11;1.8790651e-10;3.0337083e-07;8.065326e-09;6.140689e-05
classic;1.0958657e-08;4.5138782e-05;3.0304686e-06;6.9996786e-05;1.5667381e-10;8.987706e-05;8.4302636e-05;2.1268095e-06;0.00020047603;5.1922485e-05;0.00014344847;1.1794664e-06;2.1874632e-06;1.416869e-07;2.5796698e-11;6.304962e-05
revise;1.04832694e-07;2.92541e-05;6.1665746e-06;0.000109849156;1.341682e-11;9.387263e-05;4.4678356e-05;5.0506587e-12;8.451648e-05;4.6394664e-05;0.00013603913;2.3662588e-08;4.610261e-07;3.6373805e-08;7.740531e-10;4.2709198e-05
proportion;8.2261406e-11;2.7069556e-05;2.1790115e-07;0.0001940267;1.25897e-09;3.3538578e-05;4.1340314e-05;2.3944e-09;0.00029036409;5.1288313e-05;0.00013174782;8.002492e-08;4.654858e-06;2.8699176e-08;9.283625e-10;8.365222e-05
neat;4.198768e-08;6.0743954e-05;7.288591e-08;3.9970066e-05;2.4452973e-11;3.5428628e-05;6.254035e-05;1.4524676e-06;0.00025829693;3.929605e-05;6.345035e-05;8.804266e-05;6.508415e-05;3.4276752e-08;1.864849e-10;2.5183965e-05
spending;4.2960083e-13;1.585557e-05;7.4270416e-09;0.00012557491;1.3080929e-06;4.8612543e-05;5.6059976e-06;2.4589347e-10;4.7144902e-05;6.3655534e-05;2.4810883e-05;1.2880324e-08;1.4191437e-12;5.3793787e-09;1.03294965e-07;1.5288737e-05
morris;4.353396e-12;0.00017777125;1.7421453e-09;1.1185934e-05;3.2231057e-14;5.665203e-06;9.779267e-07;4.4528014e-14;5.3308636e-06;5.640692e-05;3.920117e-05;5.9390682e-12;1.4366905e-09;0.003104875;3.0053852e-11;6.0048187e-05
demonstrator;4.127719e-14;8.838347e-06;2.388685e-06;8.143577e-05;2.412391e-08;0.00024445824;6.0750153e-07;1.8565403e-25;4.3442797e-05;0.00019570474;4.900457e-06;1.8554213e-19;4.596399e-10;1.0174789e-09;1.955084e-24;5.749582e-07
rainbow;1.0843972e-07;7.2982766e-05;3.6433573e-07;2.1180624e-05;1.5041381e-11;2.2602073e-05;3.8328642e-05;7.189594e-10;7.075767e-05;4.095908e-05;0.00011542706;6.000819e-08;2.3343442e-07;2.722419e-07;7.1358024e-12;3.583301e-05
utexas;8.404861e-31;1.4991158e-06;6.4538966e-16;1.8900645e-06;3.32526e-25;2.4700708e-07;1.7395062e-10;5.533209e-31;0.0008548262;0.00035672056;1.8580188e-07;1.2462231e-14;3.8214822e-13;4.6830223e-06;1.7173421e-27;3.1039806e-07
confidential;1.7584338e-13;5.7716203e-05;8.531086e-07;0.00050813163;4.3921255e-13;8.311607e-06;0.00010879213;3.1419813e-09;2.9813154e-05;4.0108676e-05;4.7552356e-05;8.810552e-08;6.6870584e-06;1.8670903e-08;8.5893994e-15;8.624127e-05
humanitarian;1.9102106e-10;1.5862626e-05;7.444856e-09;0.00013523834;3.0205197e-10;1.5147059e-05;1.262541e-05;7.8149334e-08;7.340959e-05;4.7892092e-05;0.000101417645;2.514477e-08;4.430458e-07;2.0757529e-08;5.203168e-12;0.00038770598
